id,complaint_percentile,unit,is_sup
2821,49.0390,District 004,0
7514,42.0572,Detective Area - South,0
8780,57.9382,Legal Affairs Section,0
9478,93.3247,Marine Operations Unit,0
12272,53.2192,Detective Area - South,0
13359,88.3726,District 015,0
14100,84.6280,Evidence And Recovered Property Section,0
20125,96.0223,District 003,0
23389,66.0999,District 012,0
26358,83.0461,District 008,0
27545,82.0412,District 005,0
30287,84.5967,Special Investigations Unit,0
32221,92.5949,Narcotics Division,0
3836,61.5779,Detective Area - Central,0
11387,57.1224,District 022,0
12284,65.2078,District 001,0
25168,92.7018,District 004,0
2597,83.7206,Detective Area - South,0
6902,49.1813,District 006,0
21853,61.7936,District 007,0
24267,55.9665,District 002,0
27170,94.5856,Airport Law Enforcement Section - North,0
27433,82.5991,District 009,0
29379,74.8156,District 007,0
31859,99.4421,Narcotics Division,0
17576,47.2852,District 020,0
26685,78.6710,Detective Area - South,0
1628,65.6834,Detective Area - South,0
12209,72.9075,Public Transportation Section,0
12112,38.9913,Detective Area - Central,0
18891,40.5804,Asset Forfeiture Investigation Section,0
30182,67.8728,Traffic Section,0
2669,98.0489,District 022,0
2843,50.4133,Traffic Section,0
7761,94.6276,Gang Investigation Division,0
4155,81.1585,District 005,0
6055,55.6991,Detective Area - Central,0
7424,66.7456,Detective Area - Central,0
9629,96.2318,District 004,0
9819,92.5375,Airport Law Enforcement Section - North,0
14896,97.8755,District 022,0
14592,83.8065,Juvenile Intervention Support Center (Jisc),0
23068,90.4283,District 010,0
24527,54.4535,District 024,0
27349,51.4165,Airport Law Enforcement Section - South,0
29044,67.7080,Detective Area - Central,0
32122,96.1178,Narcotics Division,0
6395,88.5216,District 002,0
9225,77.3849,Detective Area - Central,0
11508,63.4444,District 025,0
16342,79.9434,District 012,0
17640,75.3544,Gang Enforcement Division,0
24081,41.1251,District 019,0
24543,67.9761,District 019,0
26635,24.3068,Forensic Services Division,0
26924,37.5423,Narcotics Division,0
9982,68.0257,Transit Security Unit,0
11105,60.8224,District 001,0
10534,80.1574,District 014,0
10536,55.0697,District 012,0
13447,99.1669,District 012,0
15237,86.1297,Forensic Services Division,0
16173,75.1557,District 006,0
18046,62.7756,District 006,0
18911,86.3551,District 011,0
19582,40.0689,District 004,0
20099,95.2360,Narcotics Division,0
32259,96.4388,Intelligence Section,0
2885,24.8596,Detective Area - North,0
5088,72.9663,District 010,0
26371,31.1651,District 017,0
326,58.4311,District 015,0
2232,50.6897,District 022,0
2749,81.3649,District 014,0
5513,45.8210,District 015,0
8614,71.0634,Detective Area - South,0
13576,96.8018,District 011,0
16345,82.0170,District 006,0
18779,97.5985,District 016,0
20268,54.4725,Detached Services - Miscellaneous Detail,0
23379,83.1455,District 015,0
23153,99.0715,District 004,0
32162,80.1230,District 011,0
3033,67.1500,District 005,0
25683,27.4472,Bureau Of Internal Affairs,0
31244,77.2725,Detective Area - South,0
31742,51.7086,Narcotics Division,0
417,79.0085,Asset Forfeiture Investigation Section,0
2375,98.9043,District 014,0
6130,59.8334,Executive Officers Unit,0
7703,94.2833,District 008,0
9677,72.5268,Detective Area - Central,0
11332,18.7116,Juvenile Intervention Support Center (Jisc),0
13629,87.8196,District 003,0
15078,51.0263,District 012,0
18694,69.6552,Detective Area - Central,0
22026,42.7012,District 012,0
31541,72.6071,District 019,0
31098,92.5681,Detective Area - Central,0
17005,70.3068,District 009,0
26308,79.0904,Oemc - Detail Section,0
31757,31.4401,District 014,0
4381,92.9540,District 011,0
87,25.0135,Office Of The First Deputy Superintendent,0
8837,74.8783,District 018,0
13781,98.5824,District 005,0
15047,84.2325,District 003,0
16903,68.2053,Detective Area - South,0
32404,48.9435,Narcotics Division,0
6009,93.4278,Detective Area - North,0
10126,59.5201,District 012,0
10708,67.5632,District 007,0
15963,49.1480,District 005,0
16731,96.7671,District 009,0
24331,44.9579,Detached Services - Miscellaneous Detail,0
31298,83.8791,District 005,0
32062,90.7226,Narcotics Division,0
6254,94.8722,District 005,0
12674,59.1647,District 012,0
18368,62.1422,Detective Area - North,0
26390,71.3274,District 012,0
31363,95.9306,District 018,0
31631,99.7555,District 022,0
3497,69.9629,District 007,0
13048,78.3539,Detective Area - South,0
23431,67.2003,District 005,0
28878,98.4639,Gang Enforcement - Area Central,0
5670,70.7140,District 022,0
6316,39.3986,District 018,0
10208,88.3680,Detective Area - Central,0
10387,80.2721,District 004,0
18338,63.3683,District 012,0
25417,65.8324,District 007,0
32328,97.4667,Narcotics Division,0
16598,39.3183,District 012,0
17023,48.4238,Detective Area - North,0
19867,86.5997,District 018,0
24083,76.8845,District 017,0
24973,44.7384,District 011,0
4690,74.5443,Detective Area - North,0
5571,94.5550,Gang Enforcement - Area Central,0
7190,69.6891,Airport Law Enforcement Section - South,0
10298,38.5885,Forensic Services Evidence Technician Section,0
11537,91.8751,District 005,0
18111,91.3989,District 008,0
22715,79.7877,District 019,0
22824,89.8628,District 004,0
24521,99.0104,Gang Enforcement - Area North,0
30148,49.8376,District 005,0
6819,86.1297,Juvenile Intervention Support Center (Jisc),0
11826,40.9270,Juvenile Intervention Support Center (Jisc),0
13250,90.1991,District 008,0
17916,81.8410,Central Detention Unit,0
21703,98.2118,District 009,0
29322,65.1141,Marine Operations Unit,0
31950,93.2406,Narcotics Division,0
32008,78.4265,Narcotics Division,0
4057,25.8454,Detective Area - South,0
9789,51.4692,Detective Area - Central,0
14988,35.3511,District 010,0
2174,38.7948,District 015,0
5682,78.3692,District 005,0
9675,74.4641,District 012,0
12017,84.6807,Airport Law Enforcement Section - North,0
13005,81.3649,District 017,0
15354,96.4770,District 016,0
16303,64.2047,Education And Training Division,0
18076,93.6915,Detective Area - Central,0
20464,82.9680,Narcotics Division,0
23936,73.1686,District 006,0
32192,67.5672,Narcotics Division,0
3254,73.0799,Forensic Services Evidence Technician Section,0
11414,85.9654,District 007,0
28529,74.1279,District 004,0
425,91.8021,District 010,0
3454,99.6965,Special Functions Support Unit,0
4998,70.4024,District 012,0
9300,45.5191,District 019,0
12677,90.3175,Special Weapons And Tactics (Swat) Unit,0
15813,90.2979,Detective Area - South,0
22898,87.1276,Detective Area - Central,0
32293,79.4161,Gang Investigation Division,0
1658,84.4790,District 006,0
7865,50.3267,District 020,0
9573,90.3061,District 011,0
10195,28.5909,Detective Area - South,0
11269,63.1607,District 020,0
19858,92.1019,District 002,0
31169,72.3511,District 003,0
32145,82.5494,Narcotics Division,0
32417,46.8305,Narcotics Division,0
2957,89.4587,Bureau Of Patrol,0
11980,98.6294,District 004,0
13794,55.1531,District 003,0
17447,65.7636,Detective Area - North,0
17816,99.9187,District 008,0
20315,76.5069,District 025,0
21891,66.7814,District 002,0
31307,92.8356,District 019,0
6145,94.5359,District 004,0
6748,37.2419,District 004,0
23593,53.2923,District 002,0
32257,87.9332,Narcotics Division,0
1134,29.9344,District 006,0
8092,31.0297,District 002,0
21165,73.8527,Gang Enforcement - Area Central,0
29511,95.6889,Gang Investigation Division,0
31821,86.3016,District 011,0
1014,47.0674,District 010,0
4789,90.4283,District 008,0
6451,94.7323,Gang Enforcement - Area North,0
10254,71.1666,District 012,0
17062,50.4146,District 024,0
20197,38.2980,District 014,0
24677,27.8261,Public Transportation Section,0
27895,75.6841,District 005,0
30555,46.8017,District 025,0
183,84.4675,District 004,0
2474,69.4053,Gang Enforcement Division,0
12193,74.9035,District 019,0
22810,89.1924,District 005,0
24367,42.1535,Airport Law Enforcement Section - North,0
26741,79.2213,Bureau Of Internal Affairs,0
27504,97.4399,District 016,0
27708,18.2631,District 015,0
32037,71.9995,District 014,0
32071,96.7216,Intelligence Section,0
3109,92.8463,District 015,0
4166,89.9976,District 025,0
6273,38.9974,District 010,0
14106,87.6275,District 001,0
24022,18.8164,Detective Area - North,0
539,18.5825,Special Functions Support Unit,0
2433,85.2852,District 002,0
9013,55.8863,District 020,0
15424,89.5603,District 008,0
18472,93.6380,District 022,0
19302,79.9659,Traffic Section,0
1211,82.0286,District 006,0
13083,85.2012,District 015,0
26379,82.4927,Special Functions Support Unit,0
27124,89.5992,Detective Area - North,0
5632,75.8129,Detective Area - Central,0
13001,94.9715,Detective Area - South,0
16022,97.1877,District 010,0
16617,93.7756,District 020,0
22822,71.4409,District 001,0
22339,40.6788,District 008,0
32396,69.3516,Intelligence Section,0
10731,88.3879,District 018,0
1063,96.7751,District 008,0
4794,91.1047,District 022,0
5910,88.4185,District 015,0
7611,34.5917,Reproduction And Graphic Arts Section,0
8026,78.7933,District 025,0
17862,61.4889,Human Resources Division,0
19364,53.7044,Narcotics Division,0
19829,96.5305,District 024,0
23032,86.5347,Detective Area - North,0
25948,45.5318,Special Functions Support Unit,0
3535,48.7391,District 005,0
5491,93.3935,District 007,0
7242,93.5004,District 008,0
7612,47.9555,District 001,0
11382,73.1050,Special Functions Support Unit,0
21737,21.4436,Deployment Operations Center,0
26331,54.0725,District 001,0
7157,51.7672,District 020,0
9724,81.4257,District 005,0
12159,99.4918,District 005,0
12978,79.8196,District 011,0
14061,97.6080,District 015,0
13938,38.3554,Public Transportation Section,0
15329,49.9323,Asset Forfeiture Investigation Section,0
15611,87.2836,Detective Area - Central,0
18042,96.6602,District 002,0
18259,56.6505,District 003,0
20271,70.3068,Bureau Of Patrol - Area South,0
25185,68.4116,Detective Area - North,0
27288,64.4912,Traffic Section,0
32224,89.6718,Narcotics Division,0
8915,54.8470,Bomb Squad,0
13740,81.1298,District 015,0
19419,82.5859,District 015,0
20279,43.8257,Vice & Asset Forfeiture Division,0
23766,56.8705,Youth Investigation Division,0
9268,69.4242,District 005,0
9254,93.5234,Detective Area - North,0
14808,24.8596,District 001,0
17971,83.9173,District 009,0
16499,71.6218,Airport Law Enforcement Section - South,0
16842,89.3516,District 002,0
29407,48.1411,Special Weapons And Tactics (Swat) Unit,0
29539,83.4397,District 003,0
29894,86.1717,Detective Area - Central,0
31839,78.3921,Narcotics Division,0
31975,80.4020,Gang Investigation Division,0
32350,95.3575,Gang Investigation Division,0
32245,97.0158,District 015,0
6584,73.7495,District 008,0
14046,89.9927,District 009,0
21092,22.8307,District 012,0
26349,64.9830,Public Transportation Section,0
27482,66.5077,District 001,0
395,72.6797,District 011,0
761,96.9852,District 004,0
1932,83.5772,District 015,0
12096,39.3165,District 007,0
12494,25.0927,District 004,0
16836,69.4898,District 006,0
24464,95.0556,District 001,0
25575,89.9545,Gang Investigation Division,0
30666,76.6282,Public Transportation Section,0
31612,92.4894,District 008,0
31005,93.3629,Detective Area - South,0
32084,95.2505,Narcotics Division,0
1097,72.0225,District 015,0
5332,93.8367,District 003,0
6393,99.7828,District 012,0
11383,87.5167,District 024,0
16629,51.8099,Narcotics Division,0
22307,87.5026,District 003,0
23764,21.2946,Medical Section,0
3259,84.7044,Detective Area - South,0
5763,95.2567,District 002,0
6098,59.4401,Bureau Of Internal Affairs,0
6512,62.2101,Gang Investigation Division,0
9027,65.1141,District 014,0
9297,85.3731,Special Weapons And Tactics (Swat) Unit,0
13406,97.6063,District 018,0
16699,97.1342,Public Transportation Section,0
23953,91.1572,District 005,0
24491,72.8325,District 011,0
8644,84.0510,District 003,0
10597,42.6216,District 015,0
17492,81.0634,District 015,0
21440,64.0786,District 014,0
30049,63.5895,District 007,0
10182,87.5549,District 003,0
10137,79.3517,District 011,0
12554,80.7611,Narcotics Division,0
12619,51.9630,District 012,0
14839,82.3125,District 015,0
15932,63.6774,District 011,0
18500,82.2125,District 005,0
21077,79.4161,Narcotics Division,0
31873,95.4492,District 009,0
1146,97.6119,Gang Enforcement - Area North,0
1287,28.9948,Special Functions Support Unit,0
2917,86.5347,District 016,0
25259,58.4884,District 007,0
27156,89.2400,District 015,0
27678,69.6993,District 012,0
1116,71.6104,Detective Area - Central,0
1351,27.9969,District 006,0
2322,86.1717,District 005,0
7784,69.3447,District 006,0
12418,55.6721,District 005,0
13036,38.3554,Detective Area - Central,0
20158,88.6248,District 011,0
20782,48.4238,Airport Law Enforcement Section - North,0
24354,32.3871,Forensic Services Evidence Technician Section,0
29360,66.4121,District 020,0
16746,65.0057,District 014,0
24200,45.6701,District 012,0
27888,90.8754,District 003,0
200,64.0166,District 010,0
2520,74.3177,Arson Section,0
18155,69.3669,District 008,0
23726,92.2395,Gang Enforcement - Area North,0
23913,86.1717,District 003,0
25728,55.4641,Detective Area - North,0
26284,82.4004,District 005,0
30071,87.7995,District 011,0
1655,68.3575,District 024,0
25293,69.1070,District 016,0
5091,70.8385,Narcotics Division,0
11305,98.7429,District 008,0
13772,91.4600,District 006,0
21386,62.0534,District 010,0
24290,75.3310,Central Detention Unit,0
4847,30.3254,Office Of The Superintendent,0
13051,74.4587,Detective Area - Central,0
19979,68.7600,District 005,0
24188,91.8099,District 004,0
5293,67.8373,District 003,0
13829,68.9656,District 002,0
14347,51.7672,District 020,0
19060,69.1070,Special Weapons And Tactics (Swat) Unit,0
20023,42.1535,Executive Officers Unit,0
21260,99.0982,Airport Law Enforcement Section - North,0
23959,64.9345,District 012,0
27415,97.3062,Airport Law Enforcement Section - South,0
32125,97.9672,Gang Enforcement Division,0
7289,53.8155,District 005,0
10043,61.9579,Detective Area - Central,0
10457,28.3326,Public Transportation Section,0
11559,38.8923,District 001,0
16702,44.0878,District 018,0
18537,73.6082,District 002,0
21846,44.6800,District 020,0
21940,67.0391,Evidence And Recovered Property Section,0
24564,67.2057,District 014,0
31872,99.5109,Narcotics Division,0
864,54.2739,District 012,0
2314,51.1788,Bomb Squad,0
3908,80.0199,District 001,0
15036,57.1056,Detective Area - South,0
16871,75.8244,District 020,0
26670,52.3712,District 025,0
27614,95.6479,District 025,0
27653,52.5165,Marine Operations Unit,0
29772,97.8640,District 008,0
3101,80.4631,District 005,0
8463,86.1717,Bureau Of Internal Affairs,0
9135,72.1443,Special Functions Support Unit,0
9697,98.8537,District 008,0
9807,91.4333,District 009,0
13471,35.0770,Detective Area - Central,0
15741,23.5816,Narcotics Division,0
17891,18.9562,Bureau Of Internal Affairs,0
20331,82.5494,Detective Area - South,0
30804,83.8065,District 005,0
2820,77.6738,District 011,0
3709,33.1703,Crime Control Strategies Section,0
3566,84.5172,District 025,0
82,54.3054,District 017,0
6083,53.4981,Airport Law Enforcement Section - North,0
7712,94.2559,Detective Area - South,0
13753,68.2779,District 010,0
30322,97.2833,Detective Area - North,0
13231,76.5305,District 002,0
21541,94.0612,Detective Area - South,0
24023,42.2644,Public Transportation Section,0
5993,42.7534,District 002,0
6602,45.1798,Education And Training Division,0
14139,64.3155,District 020,0
16455,68.8984,District 008,0
18679,83.7759,District 004,0
23710,88.9420,Detective Area - Central,0
32172,98.8384,Narcotics Division,0
4959,40.7887,Narcotics Division,0
12000,89.5304,District 005,0
22267,39.2011,District 012,0
25835,60.0015,District 016,0
2615,41.2876,District 007,0
5326,82.1979,District 011,0
13095,99.6332,District 008,0
13101,65.2701,District 006,0
18869,78.7742,Detective Area - Central,0
19131,87.4327,District 002,0
20713,98.6334,District 003,0
30419,18.0124,District 012,0
238,61.5108,Transit Security Unit,0
3940,58.8285,District 012,0
7751,84.8649,District 014,0
11977,31.4123,District 005,0
19708,29.5289,Professional Counseling Division,0
2788,70.9755,District 001,0
4855,30.6293,Mounted Unit,0
8726,61.6102,District 001,0
13483,93.3349,Narcotics Division,0
21024,82.9582,Gang Enforcement Division,0
26156,72.9663,District 008,0
29398,87.0964,District 012,0
29180,73.7037,District 017,0
3678,43.6146,Narcotics Division,0
8992,79.8517,District 006,0
14979,37.8281,District 014,0
23817,87.6466,Special Weapons And Tactics (Swat) Unit,0
26947,75.2130,Detective Area - Central,0
27012,59.8334,District 002,0
5610,29.9132,Bureau Of Internal Affairs,0
6534,63.8268,District Reinstatement Unit,0
9626,24.8596,Detective Area - North,0
17711,94.4366,Bureau Of Internal Affairs,0
22174,89.5915,District 001,0
23508,75.3261,Narcotics Division,0
25120,58.6871,District 006,0
29741,92.6063,Research And Development Division,0
30834,97.8870,District 003,0
32440,91.7581,Gang Investigation Division,0
31960,87.8339,Detached Services - Goverment Security,0
1907,74.2469,Narcotics Division,0
11593,55.7085,District 017,0
20101,53.7985,Youth Investigation Division,0
22613,98.3338,District 002,0
1026,98.4869,District 011,0
2356,98.9225,District 016,0
3750,64.8758,District Reinstatement Unit,0
5129,40.1059,District 015,0
6114,79.6531,District 004,0
7241,84.3835,District 015,0
9014,50.6897,District 017,0
9138,93.8596,District 015,0
9796,97.6004,District 008,0
10556,77.4499,District 018,0
16110,94.1085,District 006,0
22403,26.4415,Airport Law Enforcement Section - North,0
26100,92.2242,Deployment Operations Center,0
27108,82.7786,District 011,0
32155,71.2812,Narcotics Division,0
3091,57.4682,Special Weapons And Tactics (Swat) Unit,0
7532,89.8696,District 002,0
22871,54.4607,District 018,0
23588,20.4985,Forensic Services Division,0
32035,90.7111,Narcotics Division,0
3339,19.5545,Detective Area - Central,0
4178,92.2089,District 008,0
10138,91.5785,District 008,0
13555,64.0480,District 015,0
14382,86.4698,District 024,0
30898,65.3724,Bureau Of Internal Affairs,0
14058,92.6675,District 019,0
25501,64.2581,District 002,0
29796,92.2405,District 005,0
30603,85.3043,Detective Area - North,0
31411,95.4874,District 019,0
658,76.0851,District 003,0
13876,97.8946,District 001,0
15832,82.5074,District 002,0
17181,74.2228,District 009,0
16299,64.1855,District 002,0
21256,74.9188,Detective Area - South,0
23137,48.1143,District 010,0
29723,94.7499,Detective Area - Central,0
31052,94.7576,District 018,0
31390,48.8916,District 017,0
31443,97.5087,District 011,0
31945,96.0911,Narcotics Division,0
32034,97.8564,Gang Investigation Division,0
32431,87.1232,Gang Investigation Division,0
5046,75.4958,District 018,0
12492,55.4664,District 008,0
22323,43.2769,District 005,0
31503,33.8352,District 014,0
65,93.2139,District 017,0
5276,56.9371,District 005,0
5406,97.2794,Gang Enforcement - Area North,0
7835,56.2225,District 018,0
11701,79.6798,District 008,0
15071,76.2256,District 015,0
19914,93.7744,District 003,0
22099,55.1531,District 018,0
24185,33.6944,District 006,0
26363,96.7789,District 008,0
4203,56.2607,Detective Area - North,0
10401,40.5752,Narcotics Division,0
12852,60.7830,Detail Unit,0
1532,50.1815,District 001,0
465,94.0736,Gang Enforcement - Area North,0
1931,72.3859,District 018,0
3395,74.6169,Gang Enforcement - Area Central,0
5000,82.8016,District 004,0
4707,93.9551,District 008,0
11190,99.7822,District 008,0
12722,88.8464,District 012,0
14684,88.1395,Public Transportation Section,0
15514,88.3153,District 014,0
19382,68.7915,District 020,0
25144,92.8814,District 011,0
27733,80.0810,District 005,0
29810,58.1961,Bureau Of Patrol,0
31878,95.3918,Narcotics Division,0
31992,80.1230,Narcotics Division,0
32073,77.8725,Vice & Asset Forfeiture Division,0
8442,67.6703,Special Weapons And Tactics (Swat) Unit,0
19245,62.5463,District 005,0
19525,32.7807,District 005,0
944,93.2496,District 008,0
3494,87.8877,District 011,0
5318,64.3918,Forensic Services Division,0
9596,98.5213,District 004,0
10466,35.0770,Detached Services - Miscellaneous Detail,0
14218,93.7005,Detective Area - South,0
16061,97.2947,Gang Enforcement - Area North,0
19205,82.0374,District 018,0
32018,89.5992,Narcotics Division,0
23884,19.5360,Technology And Records Group,0
603,21.4436,Executive Officers Unit,0
3520,73.0732,District 011,0
7260,63.8073,Alternate Response Section,0
9751,79.1945,District 009,0
10553,89.8283,District 010,0
10455,50.6897,District 022,0
12947,75.4423,District 007,0
15344,98.0436,District 001,0
18105,61.9579,District 018,0
22758,58.9546,District 007,0
25588,17.7580,Mounted Unit,0
27392,86.8366,Detail Unit,0
31191,98.1927,District 019,0
31976,82.8742,Gang Investigation Division,0
1869,56.8377,District 014,0
27059,39.7087,Detective Area - North,0
28233,27.2996,Detective Area - Central,0
28870,68.2159,District 005,0
3724,92.7668,District 018,0
5484,47.8163,Management And Labor Affairs Section,0
7394,94.6930,Special Functions Support Unit,0
12509,63.3487,District 002,0
24326,99.4689,Detective Area - South,0
26270,71.6748,District 024,0
31170,39.3299,District 002,0
736,87.1423,District 005,0
3268,43.4852,District 018,0
6146,72.1600,District 020,0
19929,50.2824,District 016,0
22770,90.5302,District 011,0
22802,29.6632,District 025,0
28931,68.4096,Airport Law Enforcement Section - North,0
800,92.9693,District 014,0
5573,45.2295,Evidence And Recovered Property Section,0
10280,79.0990,Detective Area - North,0
18896,97.9061,District 007,0
23011,93.3552,Alternate Response Section,0
31427,64.0021,District 019,0
6606,48.8136,District 014,0
15012,90.7190,Education And Training Division,0
25514,26.0432,District 001,0
911,49.8376,Airport Law Enforcement Section - South,0
3569,61.0638,District 001,0
7110,61.0638,District 007,0
7456,79.3474,Detective Area - South,0
7771,97.7036,District 011,0
8057,25.7575,District 012,0
20010,65.1181,Technology And Records Group,0
28395,95.9110,District 025,0
28444,78.6710,District 016,0
31724,91.4405,District 004,0
31803,87.4594,Gang Enforcement Division,0
4372,54.6363,Youth Investigation Division,0
4936,51.4310,District 005,0
9181,78.5335,District 011,0
10498,53.8474,Education And Training Division,0
11349,67.2691,Public Transportation Section,0
23182,46.4719,District 002,0
25338,98.4978,District Reinstatement Unit,0
2693,69.4708,Central Investigations Division,0
9713,94.9318,District 019,0
9768,68.5835,Detective Area - Central,0
10146,80.6503,District 016,0
10166,95.8924,District 008,0
11009,27.0202,District 003,0
12011,79.3206,Canine Unit,0
14731,90.5581,District 005,0
16840,93.7662,Detective Area - South,0
25112,82.8933,Public Transportation Section,0
30595,48.8212,Detective Area - Central,0
31473,80.9484,District 017,0
31834,95.8924,Gang Investigation Division,0
6125,39.8142,Youth Investigation Division,0
6351,82.4007,District 004,0
13495,45.4473,Bureau Of Internal Affairs,0
14882,88.8235,District 004,0
21100,73.9279,Records Inquiry Section,0
441,71.4280,District 012,0
3361,87.8683,District 012,0
3706,31.5884,Education And Training Division,0
3881,51.0871,District 011,0
9784,60.7983,District 001,0
11132,56.8644,District 011,0
12238,93.5472,District 004,0
16127,16.2164,Technology And Records Group,0
18431,58.8090,Arson Section,0
19194,56.0888,District 019,0
22901,90.9681,Special Functions Support Unit,0
24835,68.8923,Major Accident Investigation Unit,0
27001,97.0807,District 003,0
27598,73.2877,Narcotics Division,0
29191,51.6315,Detective Area - Central,0
32346,86.6761,Narcotics Division,0
2129,82.3507,Gang Enforcement Division,0
3133,94.4366,District 016,0
6698,70.9335,District 020,0
22793,63.8486,Detective Area - North,0
28439,36.6473,District 017,0
28503,93.9360,District 022,0
8352,55.5004,District 001,0
9693,41.5345,District 012,0
10832,64.9830,District 020,0
13134,63.4213,Forensic Services Evidence Technician Section,0
14089,91.0741,District 010,0
14482,45.8790,District 002,0
21133,82.0030,District 009,0
22464,73.4627,District 004,0
31510,29.1037,Narcotics Division,0
32126,98.5671,Narcotics Division,0
32418,78.5526,Detached Services - Goverment Security,0
9327,29.7544,District 012,0
21577,78.6556,District 025,0
26525,56.7836,District 014,0
26873,73.8347,District 002,0
29343,56.7078,Bureau Of Internal Affairs,0
1569,32.9656,District 010,0
5756,90.8684,District 007,0
6944,98.7582,Detective Area - South,0
10085,52.0920,District 011,0
16182,48.5308,District 002,0
19418,76.9047,District 018,0
26895,85.8720,Narcotics Division,0
30634,70.3068,District 022,0
32135,91.2308,District 018,0
366,76.3173,Detective Area - South,0
13975,82.6526,Special Weapons And Tactics (Swat) Unit,0
22333,65.3502,District 015,0
31391,44.6530,District 009,0
31629,98.0131,District 015,0
31935,80.4440,Narcotics Division,0
5260,89.4922,Detective Area - North,0
6649,81.1585,Gang Enforcement - Area North,0
15713,68.8205,District 020,0
14190,92.8241,District 022,0
16197,85.8584,Special Weapons And Tactics (Swat) Unit,0
31961,91.0244,Gang Investigation Division,0
32130,99.1670,District 007,0
15666,57.7131,District 018,0
20884,86.9474,District 012,0
28196,27.5688,District 025,0
31831,97.3444,Vice & Asset Forfeiture Division,0
859,82.7217,Narcotics Division,0
1054,90.2735,Narcotics Division,0
7391,95.4874,District 002,0
10592,61.0026,Forensic Services Division,0
11450,85.5986,Special Investigations Unit,0
20067,52.6919,District 007,0
19660,78.6926,Narcotics Division,0
21999,67.3952,District 024,0
25352,50.9839,District 002,0
26455,78.7016,District 024,0
26622,77.3528,Arson Section,0
32206,79.8135,Narcotics Division,0
4440,73.2337,District 017,0
7750,91.4798,District 022,0
12836,25.0417,Bureau Of Internal Affairs,0
18592,82.5876,District 011,0
19834,97.9023,Gang Enforcement - Area South,0
21073,92.7018,District 018,0
1266,80.0695,Canine Unit,0
2237,49.2866,Inspection Division,0
7978,76.8490,District 011,0
9083,37.5871,District 009,0
12101,81.9287,District 017,0
17857,63.9272,Intelligence Section,0
17987,73.8130,Detective Area - North,0
18585,96.2057,Vice & Asset Forfeiture Division,0
22304,78.9162,District 022,0
22182,38.9913,District 014,0
26253,55.4698,Education And Training Division,0
26503,48.1143,District 005,0
27528,61.4289,Bureau Of Organized Crime,0
4111,66.0999,District 009,0
7005,67.5491,District 007,0
9217,29.2580,District 012,0
11934,69.4951,District 009,0
26205,60.8560,Central Detention Unit,0
26325,47.8577,District 022,0
28847,75.0268,District 018,0
1040,36.7812,Bureau Of Internal Affairs,0
88,54.4846,Bureau Of Internal Affairs,0
6296,78.2082,Deployment Operations Center,0
13768,72.6797,District 006,0
16933,86.7449,District 006,0
17136,73.6349,Evidence And Recovered Property Section,0
21447,72.4848,District 010,0
21822,52.0627,District 012,0
22645,92.0217,District 005,0
26851,86.9252,District 005,0
28384,87.5358,District 018,0
23395,44.6540,District 005,0
9255,45.9287,Detective Area - North,0
11533,90.2492,District 006,0
17274,98.0818,Gang Enforcement - Area South,0
22149,78.4876,Detective Area - South,0
22231,93.4584,Detective Area - North,0
30388,97.2605,District 011,0
5568,97.9405,Public Transportation Section,0
9016,76.4396,District 005,0
12342,91.8154,District 022,0
21140,82.4500,District 020,0
21278,76.5929,District 018,0
25158,67.3837,District 014,0
26025,97.8335,District 019,0
30249,77.8610,Alternate Response Section,0
4966,57.7662,Asset Forfeiture Investigation Section,0
8476,79.9601,District 003,0
14991,69.3860,Gang Enforcement - Area North,0
16287,82.7366,Special Weapons And Tactics (Swat) Unit,0
19358,81.1929,Field Services Section,0
32222,96.3051,Gang Investigation Division,0
9489,67.5640,District 007,0
24251,90.4156,District 007,0
31412,78.9469,District 005,0
1501,71.6439,District 022,0
8769,78.1667,Gang Enforcement - Area North,0
9694,98.7276,District 010,0
10002,64.9345,District 025,0
10482,94.0660,District 006,0
11823,53.0969,District 002,0
11851,87.9738,Narcotics Division,0
11885,81.8698,Narcotics Division,0
15465,75.2130,District 012,0
17900,58.3459,District 005,0
26881,45.6116,District 002,0
27578,75.2025,District 007,0
30202,63.3763,District 003,0
32007,92.5223,Gang Enforcement Division,0
32178,98.2270,Narcotics Division,0
4137,88.8808,District 022,0
6987,71.3487,District 022,0
11983,89.5762,District 014,0
23594,87.6581,District 007,0
29066,77.9527,District 006,0
624,63.0114,District 014,0
901,39.1235,Detective Area - South,0
1547,78.0635,District 018,0
4587,33.2932,Bureau Of Patrol,0
6911,25.8605,Mounted Unit,0
7552,88.8808,Detective Area - Central,0
12176,97.8947,District 022,0
16094,66.1263,District 020,0
18083,89.5762,District 022,0
19913,79.3901,District 016,0
20661,97.7303,District 004,0
25262,60.5637,District 003,0
25416,90.0310,District 014,0
27319,90.7226,Detective Area - South,0
31933,37.0907,Intelligence Section,0
10191,81.5015,District 020,0
14712,91.0206,Evidence And Recovered Property Section,0
16363,91.8154,Detective Area - South,0
22994,55.9321,District 022,0
23357,79.2251,Gang Enforcement - Area Central,0
26280,88.5377,District 018,0
30849,87.7280,District 001,0
32405,70.5743,Gang Investigation Division,0
1948,94.3817,District 025,0
3447,97.6462,District 001,0
17611,91.4019,District 008,0
19170,70.5159,Special Functions Support Unit,0
19524,51.7462,District 005,0
27414,61.9579,Forensic Services Evidence Technician Section,0
28464,82.2781,District 005,0
