id,complaint_percentile,unit,is_sup
29917,86.8366,Executive Officers Unit,0
32314,91.5785,Narcotics Division,0
498,84.4790,Airport Law Enforcement Section - North,0
5913,99.5797,District 011,0
6766,27.4820,Public Transportation Section,0
7225,40.5864,District 012,0
8996,41.6453,District 002,0
10014,98.1239,District 004,0
13053,71.3500,Detective Area - Central,0
14243,79.8708,District 019,0
14682,96.0561,District 001,0
16764,77.8610,District 010,0
26177,74.6055,District 005,0
5259,80.3294,Detective Area - North,0
9648,82.6449,District 016,0
18142,39.6019,Public Transportation Section,0
19501,87.3511,District 004,0
21609,79.3206,Public Transportation Section,0
24226,18.8564,Bureau Of Internal Affairs,0
35,20.0347,District 006,0
8993,90.0730,District 009,0
9430,82.3698,District 004,0
11246,94.9410,District 004,0
14163,99.1135,District 007,0
15653,83.8171,Public Transportation Section,0
14595,18.2301,Oemc - Detail Section,0
18809,58.9469,District 004,0
20073,86.0265,District 004,0
25699,84.5542,District 007,0
24255,82.6984,District 006,0
28838,83.5352,Central Investigations Division,0
32078,88.3153,Narcotics Division,0
32237,98.0092,District 009,0
18268,58.7368,Public Transportation Section,0
19326,28.7516,Major Accident Investigation Unit,0
30918,21.6512,Police Documents Section,0
1844,79.5040,Public Transportation Section,0
1650,61.9579,Information Services Division,0
2652,83.2542,District 011,0
5124,95.2813,Bureau Of Patrol,0
8375,98.3111,Special Weapons And Tactics (Swat) Unit,0
8844,68.4116,District 009,0
9816,75.4270,Bureau Of Patrol,0
10693,78.9232,District 005,0
21448,98.1888,District 009,0
22268,36.7040,District 012,0
26711,82.2207,Narcotics Division,0
29033,99.9045,District 018,0
28402,83.1187,Detective Area - South,0
29123,72.7084,District 017,0
32094,77.1541,Narcotics Division,0
1674,35.0770,Airport Law Enforcement Section - North,0
12237,56.2607,District 005,0
17851,92.8612,District 014,0
22482,57.8694,District 005,0
2403,83.6231,Public Transportation Section,0
11374,40.0214,District 004,0
11831,89.1598,District 005,0
18688,85.1133,Education And Training Division,0
31380,87.4135,District 019,0
31819,83.2907,Gang Enforcement - Area South,0
31957,67.6245,Gang Investigation Division,0
3007,49.8055,District 008,0
9005,45.8217,District 022,0
11116,94.5130,District 008,0
23322,45.0126,Bureau Of Patrol,0
26450,70.5743,Juvenile Intervention Support Center (Jisc),0
27395,55.7761,Special Functions Division,0
2068,87.3562,Gang Enforcement - Area Central,0
7154,92.2662,Detective Area - Central,0
11371,74.3097,District 018,0
12915,68.0236,Narcotics Division,0
13612,95.9497,District 005,0
16780,64.3040,Gang Enforcement - Area South,0
16189,68.9094,District 011,0
22531,85.9353,District 008,0
31934,90.6538,Narcotics Division,0
32334,94.9792,Gang Investigation Division,0
3295,76.9495,District 015,0
16339,34.9817,District 018,0
19175,56.7837,District 006,0
22002,56.0431,Bureau Of Patrol,0
6387,82.3693,Gang Investigation Division,0
8109,71.3691,Detective Area - Central,0
9582,88.8838,District 009,0
14034,70.5430,District 012,0
21812,89.4463,District 015,0
23067,96.5305,Gang Enforcement - Area Central,0
23166,76.1675,District 018,0
25482,31.5884,Professional Counseling Division,0
31641,73.5432,District 008,0
31927,92.0561,Gang Investigation Division,0
1230,60.8645,Traffic Section,0
12596,58.0299,District 004,0
15578,55.4698,Bureau Of Internal Affairs,0
22665,58.7433,Detective Area - North,0
23079,64.8542,District 004,0
229,77.1885,District 010,0
2144,73.7840,District 001,0
5524,80.4937,Public Transportation Section,0
17134,78.4953,District 006,0
18540,69.7413,Gang Enforcement - Area Central,0
2052,82.5647,Special Functions Division,0
6344,82.5600,District 005,0
6400,87.0422,District 001,0
19227,89.5571,District 011,0
22436,69.1070,District 007,0
30209,59.8879,District 002,0
31752,39.0738,District 012,0
111,77.1636,District 011,0
389,94.3427,District 018,0
2301,49.1880,District 014,0
3220,82.9050,Juvenile Intervention Support Center (Jisc),0
7359,41.3140,Public Transportation Section,0
7754,62.7756,Bomb Squad,0
8911,93.8558,Detective Area - South,0
10531,35.8603,Major Accident Investigation Unit,0
13361,96.3603,Special Functions Support Unit,0
13776,86.7580,District 005,0
13991,43.8541,District 025,0
14598,85.9730,District 009,0
14885,48.2633,District 012,0
17786,25.6629,District 024,0
18806,70.4367,District 011,0
20177,93.8023,District 005,0
30240,84.4919,Public Transportation Section,0
7537,64.8963,District 002,0
8082,94.8454,Gang Enforcement - Area North,0
9275,50.3840,Airport Law Enforcement Section - North,0
9109,71.0443,Detective Area - South,0
645,96.7063,District 004,0
6346,52.8371,District 005,0
16477,86.1714,Detective Area - North,0
31684,35.4403,Detective Area - Central,0
4771,93.8214,Detective Area - South,0
5880,91.1696,Detective Area - South,0
13999,92.9005,Gang Enforcement - Area Central,0
16754,92.7996,District 018,0
23229,80.3026,Special Weapons And Tactics (Swat) Unit,0
25890,75.6161,Airport Law Enforcement Section - North,0
26583,94.0774,District 006,0
31991,84.6395,Intelligence Section,0
3563,96.4044,District 004,0
7802,23.0539,District 008,0
15788,94.4175,District 006,0
27610,76.8981,District 018,0
5370,49.9370,District 025,0
11002,64.4037,Bureau Of Patrol,0
12484,62.7756,District 018,0
19851,38.2828,Juvenile Intervention Support Center (Jisc),0
20913,94.9792,District 008,0
28570,94.1462,District 002,0
32275,96.5993,Gang Investigation Division,0
1582,63.4213,District 017,0
15830,98.2533,District 010,0
16636,63.1462,District 005,0
19449,52.6804,Public Transportation Section,0
25887,55.1795,Central Investigations Division,0
31167,39.4675,District 022,0
7665,30.9809,Information Services Division,0
11691,37.0520,District 006,0
12802,81.6629,District 007,0
15464,86.8366,District 016,0
18238,76.1912,Detective Area - South,0
30454,93.0756,District 020,0
32339,90.6003,Gang Enforcement Division,0
828,38.3554,Forensic Services Evidence Technician Section,0
5052,94.8607,District 012,0
14471,23.0675,District 022,0
21124,99.6637,District 005,0
8501,67.8155,District 005,0
10542,90.2946,District 010,0
11133,80.2071,Canine Unit,0
16154,69.5617,District 022,0
21293,98.7735,Detective Area - South,0
21516,74.6552,District 014,0
27648,59.8563,District 022,0
26882,66.3979,District 002,0
28556,57.4835,District 020,0
31827,90.8869,Narcotics Division,0
4570,54.0751,District 024,0
9471,47.1609,Airport Law Enforcement Section - South,0
20768,60.3760,District 020,0
23690,95.8160,District 014,0
24638,43.4348,Asset Forfeiture Investigation Section,0
556,56.5409,District 009,0
1111,69.7527,Detective Area - South,0
3667,79.5996,District 002,0
6765,94.4060,District 022,0
8127,82.3738,Office Of The First Deputy Superintendent,0
13403,26.8274,Traffic Court Unit,0
13517,75.6103,District 025,0
16359,79.3654,Special Functions Support Unit,0
16441,94.2570,District 018,0
17929,46.2553,District 012,0
22393,81.4298,Records Inquiry Section,0
24680,48.4238,Detective Area - Central,0
28348,57.3230,Human Resources Division,0
28729,59.4972,Detective Area - North,0
32329,92.4764,Gang Enforcement Division,0
32337,95.1014,Narcotics Division,0
20688,48.4238,District 022,0
26846,88.8311,District 006,0
30173,69.3327,Detective Area - South,0
6224,95.5523,District 007,0
7367,47.6978,District 002,0
9105,92.1554,District 011,0
13633,36.0934,District 003,0
16302,98.9454,District 011,0
17397,99.7172,District 022,0
16199,71.4761,Special Investigations Unit,0
21253,66.1648,District 012,0
21683,90.9726,Field Services Section,0
23736,79.9243,District 018,0
29493,92.8252,Narcotics Division,0
31789,62.0534,District 020,0
30888,85.2012,District 001,0
13995,94.1713,Detective Area - South,0
24217,71.5832,Public Transportation Section,0
27680,38.9324,Detective Area - Central,0
429,79.7486,Juvenile Intervention Support Center (Jisc),0
3733,72.9395,District 009,0
6736,95.1779,Narcotics Division,0
12059,97.6577,District 004,0
15977,50.9189,District 019,0
16337,95.2084,Special Weapons And Tactics (Swat) Unit,0
18205,99.0371,District 008,0
24420,77.2191,District 012,0
25661,62.7756,Marine Operations Unit,0
30171,68.3849,District 002,0
618,60.3760,District 017,0
5683,98.7502,District 003,0
28477,84.9096,District 001,0
3640,33.8593,District 012,0
4149,84.6777,District 001,0
10540,34.1065,District 019,0
14545,76.5346,District 004,0
24597,90.0310,District 012,0
27962,77.8342,District 014,0
12247,54.7676,District 001,0
17343,60.0971,District 012,0
27173,77.5935,Narcotics Division,0
31341,70.5789,Office Of The First Deputy Superintendent,0
4447,95.8580,District 003,0
13335,87.8795,District 014,0
19107,22.8406,District 012,0
27719,97.3962,District 012,0
26926,75.5875,Education And Training Division,0
31565,95.3116,District 018,0
32223,90.3939,Gang Enforcement Division,0
673,32.2352,Detective Area - Central,0
11860,87.8196,Forensic Services Division,0
13958,78.0635,Airport Law Enforcement Section - South,0
15395,"",District 008,0
17399,74.5079,Narcotics Division,0
18828,94.7079,District 006,0
23960,50.3267,Detective Area - North,0
30861,69.3669,District 001,0
13303,93.8405,Executive Officers Unit,0
15747,94.6469,District 025,0
15866,88.2465,District 020,0
23490,25.1482,Special Investigations Unit,0
23584,75.5079,Detective Area - North,0
26618,75.5455,Special Weapons And Tactics (Swat) Unit,0
31423,84.8726,District 025,0
31756,94.9792,District 019,0
32252,90.8830,District 005,0
32288,94.5703,Gang Investigation Division,0
3190,70.7654,District 005,0
17542,82.0641,Detective Area - South,0
20477,84.8496,District 006,0
20860,79.6148,Bureau Of Internal Affairs,0
23083,43.0077,District 019,0
27996,61.0871,Public Transportation Section,0
576,91.3989,Detective Area - South,0
1096,66.2413,Detective Area - South,0
2741,92.8891,Detective Area - Central,0
6686,86.7337,District 008,0
8500,92.2319,District 011,0
16906,58.4192,District 011,0
17176,83.5772,District 010,0
19560,51.4310,Asset Forfeiture Investigation Section,0
25136,29.9132,District 010,0
10735,45.9166,District 007,0
12745,66.4553,Central Detention Unit,0
13831,29.8689,District 005,0
23418,33.8870,District 014,0
26971,31.2143,Inspection Division,0
1988,80.0553,District 008,0
3472,65.7407,Public Transportation Section,0
8602,87.4579,District 004,0
10330,92.8814,District 016,0
10891,98.9794,District 006,0
13900,33.1932,District 004,0
21317,57.1052,District 008,0
23112,67.8576,District 017,0
24340,93.6093,District 005,0
27801,84.9146,Detective Area - Central,0
31845,89.8323,Narcotics Division,0
31924,88.4567,Narcotics Division,0
31928,87.9447,Narcotics Division,0
32253,82.6526,Narcotics Division,0
17643,78.3716,Public Transportation Section,0
17682,66.7916,District 005,0
26439,28.0005,District 022,0
4157,63.3567,Public Transportation Section,0
5419,41.8555,District 010,0
7471,85.3043,Detective Area - North,0
8330,88.8808,Evidence And Recovered Property Section,0
8778,91.9567,Bureau Of Internal Affairs,0
20633,88.3956,District 009,0
28335,97.4840,Alternate Response Section,0
29341,38.3554,District 015,0
615,74.7355,District 018,0
8431,94.0170,Detective Area - North,0
20135,16.1056,Detective Area - North,0
21952,31.9820,District 002,0
27726,38.8110,Airport Law Enforcement Section - South,0
28700,60.8673,Public Transportation Section,0
792,78.0520,District 025,0
2208,72.2835,District 003,0
8404,68.5644,Airport Law Enforcement Section - South,0
12412,93.9895,District 006,0
15739,70.8265,District 011,0
16532,75.8817,District 012,0
17372,99.8013,District 020,0
19422,75.4423,District 005,0
24425,98.9569,District 011,0
27321,64.0021,District 007,0
31896,97.0960,Gang Investigation Division,0
32015,98.3226,Narcotics Division,0
32167,94.3984,Narcotics Division,0
11499,45.0690,Human Resources Division,0
13064,61.2446,Bureau Of Patrol,0
13913,66.4514,District 002,0
780,67.1621,District 003,0
12015,77.6996,Airport Law Enforcement Section - South,0
17413,78.5679,Airport Law Enforcement Section - North,0
23207,94.5780,District 002,0
27442,74.8156,District 009,0
30412,61.4497,Chicago Alternative Policing Strategy (Caps) Division,0
30543,61.2733,District 025,0
745,32.7118,Traffic Section,0
7253,62.6189,District 006,0
8140,99.4691,District 007,0
12730,71.9652,General Support Division,0
15229,77.7387,Detached Services - Goverment Security,0
25976,98.0016,Narcotics Division,0
26183,73.4057,Special Weapons And Tactics (Swat) Unit,0
26362,94.7079,District 002,0
28594,77.5400,District 005,0
29673,22.7439,Bureau Of Organized Crime,0
30291,20.1701,Police Documents Section,0
31995,85.7934,Narcotics Division,0
32277,68.7555,Gang Investigation Division,0
9294,64.0404,District 004,0
9522,79.3474,Detective Area - South,0
25364,91.1696,Detective Area - South,0
27047,30.0430,Detective Area - South,0
28091,53.0191,Public Transportation Section,0
30718,79.3206,Marine Operations Unit,0
3396,45.1798,Asset Forfeiture Investigation Section,0
5439,97.4323,District 008,0
6341,40.8162,District 006,0
7184,29.0899,Major Accident Investigation Unit,0
13732,86.4188,District 020,0
18360,51.1117,District 012,0
24026,94.8882,Bureau Of  Detectives,0
25584,95.4852,District 007,0
26133,23.5872,District 020,0
32197,97.8832,Gang Investigation Division,0
4850,69.9051,District 005,0
9617,62.7488,District 009,0
17726,34.8591,Detective Area - Central,0
18341,89.6912,District 003,0
20275,38.5045,District 014,0
21468,99.9007,District 001,0
32268,95.5829,Narcotics Division,0
1290,77.6791,Narcotics Division,0
2946,29.3867,General Support Division,0
7656,73.6082,District 025,0
7864,96.4312,District 025,0
22493,69.6632,Marine Operations Unit,0
23792,83.4106,District 012,0
24885,91.8115,District 022,0
27472,80.7459,District 003,0
30648,80.9254,District 009,0
29842,97.5966,District 012,0
32079,94.0392,District 009,0
6664,47.6283,District 024,0
23076,55.8460,District 019,0
24013,36.7767,Airport Law Enforcement Section - North,0
26857,33.2926,District 005,0
3471,42.1535,District 014,0
5525,74.9878,Detective Area - Central,0
6561,95.8236,District 006,0
11220,87.0276,District 020,0
16618,68.8205,District 003,0
16675,90.3271,Arson Section,0
19813,95.5027,District 009,0
27886,73.1879,District 016,0
31410,71.9400,District 002,0
4468,68.2364,District 002,0
7694,98.5554,District 004,0
12441,63.9483,District 006,0
16486,18.2301,District 016,0
21152,85.0775,District 004,0
21751,70.5257,District 012,0
27073,47.0674,District 014,0
31474,54.9005,District 012,0
32188,84.7503,Gang Investigation Division,0
7597,69.0306,Detective Area - South,0
9389,66.4514,Detective Area - North,0
16544,95.2925,District 010,0
21501,64.6950,District 001,0
25405,56.9371,Airport Law Enforcement Section - North,0
30244,88.5446,District 019,0
32365,98.1277,Narcotics Division,0
2295,74.6169,District 008,0
7846,85.9807,District 009,0
12668,64.1394,District 009,0
22058,65.8177,District 014,0
25717,98.7543,District 025,0
26909,79.3894,District 022,0
27518,87.9888,District 004,0
5999,47.6291,Detective Area - North,0
12038,89.1206,District 014,0
15565,55.2520,Airport Law Enforcement Section - South,0
15962,52.1455,Forensic Services Evidence Technician Section,0
18623,73.1879,District 004,0
20533,56.1499,District 024,0
23534,94.3535,District 022,0
30332,54.2318,Bureau Of Internal Affairs,0
1359,56.9371,District 003,0
8561,49.4814,Airport Law Enforcement Section - South,0
13194,42.8284,District 017,0
1509,87.2467,District 019,0
6992,67.9226,District 006,0
10227,77.4311,Special Functions Support Unit,0
11756,52.1914,General Support Division,0
11783,80.6668,Airport Law Enforcement Section - North,0
11876,38.8866,District 016,0
15699,66.9864,Gang Enforcement - Area North,0
18112,98.5480,District 008,0
30557,56.0880,District 011,0
31915,42.4707,Detached Services - Goverment Security,0
242,93.7947,District 006,0
375,26.5179,Central Detention Unit,0
1523,56.0367,Narcotics Division,0
8169,96.9623,District 005,0
14732,88.7871,District 003,0
15774,92.2366,District 022,0
17091,75.5079,Airport Law Enforcement Section - North,0
17255,27.0202,Detective Area - Central,0
19502,63.6621,District 004,0
21352,58.8170,Traffic Section,0
18743,65.1141,District 019,0
32194,98.0742,Narcotics Division,0
31897,82.0297,Narcotics Division,0
1060,55.5004,Detective Area - South,0
2151,93.5960,Detective Area - South,0
13832,34.7720,District Reinstatement Unit,0
23204,20.4314,Bureau Of Patrol,0
24435,68.6409,District 010,0
29230,93.0648,District 025,0
8252,90.7913,Detective Area - Central,0
20100,86.2888,Narcotics Division,0
23543,82.1711,District Reinstatement Unit,0
26803,18.9179,District 014,0
27932,80.9417,Detective Area - South,0
31444,76.0460,District 010,0
31852,99.0753,Narcotics Division,0
31485,90.8983,District 001,0
31590,80.0886,District 018,0
32109,35.0770,Asset Forfeiture Investigation Section,0
31944,89.0031,Narcotics Division,0
8036,37.3748,District 015,0
9499,94.6926,District 011,0
12645,58.1904,District 012,0
18663,65.2325,District 003,0
25985,44.9213,Detective Area - Central,0
31914,83.5772,Gang Investigation Division,0
502,36.2646,District 014,0
5777,78.6367,District 008,0
21522,89.6145,District 004,0
31471,68.7020,Detective Area - South,0
13261,53.0830,District 001,0
15723,58.0566,District 022,0
29775,53.8759,District 002,0
7982,93.6092,Gang Enforcement - Area Central,0
8366,78.2431,District 006,0
11816,86.2214,District 022,0
12782,88.3153,Detective Area - North,0
16361,90.3787,Canine Unit,0
21220,97.3902,Gang Enforcement - Area South,0
24995,59.5201,Forensic Services Evidence Technician Section,0
24996,88.8808,Bureau Of Patrol - Area Central,0
26002,27.7827,Forensic Services Division,0
969,65.7636,District 004,0
2526,87.0022,District 007,0
5087,34.5038,District 012,0
26105,63.9972,District 001,0
27877,35.8603,District 019,0
2725,99.3848,District 004,0
4107,48.8080,Central Detention Unit,0
8322,90.6385,Gang Enforcement Division,0
11849,63.7784,Detective Area - South,0
12628,75.2130,Intelligence Section,0
18934,82.8037,District 015,0
19639,97.5125,District 004,0
22821,85.7247,Forensic Services Evidence Technician Section,0
24017,87.6581,District 020,0
26181,90.2564,District 008,0
25965,63.1462,District 014,0
27935,98.0322,District 015,0
28993,97.0272,Gang Enforcement - Area South,0
29330,44.6678,District 008,0
31802,95.8618,Narcotics Division,0
143,74.9761,District 005,0
78,55.2101,District 004,0
8707,57.0933,Narcotics Division,0
9809,85.2509,District 008,0
12788,93.5186,District 005,0
25191,94.7079,Gang Enforcement - Area Central,0
31211,95.5963,District 001,0
32107,96.4312,Narcotics Division,0
31908,88.1586,Gang Investigation Division,0
32026,65.2669,Narcotics Division,0
21712,76.8981,District 008,0
22329,63.9402,Detective Area - Central,0
24505,74.1279,District 003,0
2119,89.9071,Special Functions Support Unit,0
2150,58.1284,District 001,0
3126,99.7036,District 004,0
4665,96.9126,District 006,0
5577,72.4288,Airport Law Enforcement Section - South,0
8121,66.3618,Detective Area - Central,0
9309,99.3199,District 018,0
10096,61.2080,District 016,0
11047,21.4900,Equipment And Supply Section,0
16117,64.5161,District 008,0
14168,78.5029,District 004,0
16743,99.0447,District 004,0
26888,93.4775,District 001,0
6906,67.9190,District 003,0
10349,73.4666,District 008,0
19530,39.4215,District 012,0
26863,78.5679,District 003,0
27951,23.4440,Bureau Of Patrol,0
4095,74.6055,District 014,0
13568,37.5530,District 012,0
14605,70.9913,District 002,0
17257,24.9895,District 005,0
20543,96.1575,Narcotics Division,0
23873,72.4199,District 004,0
32213,99.2931,Narcotics Division,0
351,76.7873,District 019,0
886,30.9503,District 003,0
1797,79.9434,Gang Enforcement - Area Central,0
13725,57.5499,District 022,0
17555,85.2547,Airport Law Enforcement Section - North,0
28548,81.1376,Narcotics Division,0
30045,61.9800,District 015,0
30491,77.0891,District 025,0
1056,99.0180,District 004,0
6469,37.9740,District 014,0
7061,45.4473,Canine Unit,0
8866,69.2513,Central Investigations Division,0
13643,91.3519,District 002,0
18002,92.7085,Detective Area - South,0
19999,59.3290,Special Weapons And Tactics (Swat) Unit,0
25432,64.2047,District 011,0
31971,79.9434,Gang Investigation Division,0
32352,94.8722,Narcotics Division,0
20840,51.0832,District 008,0
22543,83.6384,District 005,0
25298,39.4215,District 014,0
871,90.1303,Gang Enforcement - Area South,0
3083,53.1005,Asset Forfeiture Investigation Section,0
8049,42.6770,District 018,0
10687,80.9009,District 015,0
10986,62.3633,District 007,0
18176,89.8323,Gang Enforcement - Area South,0
23159,41.4466,District 008,0
28550,70.6584,Narcotics Division,0
30085,82.6647,Gang Investigation Division,0
31849,44.2857,Intelligence Section,0
30981,67.8728,Inspection Division,0
32284,99.5950,Gang Investigation Division,0
31904,77.2764,Gang Investigation Division,0
11818,37.6676,District 006,0
21988,77.5853,District 006,0
22098,53.0759,Detective Area - Central,0
23807,76.4472,District 022,0
24794,95.8657,Narcotics Division,0
25954,26.5370,District 012,0
1909,73.5432,District 020,0
14878,52.4894,Public Transportation Section,0
18102,73.0732,Bomb Squad,0
20855,46.0869,Intelligence Section,0
25880,39.3517,District 005,0
26120,95.6402,District 006,0
29640,76.4772,District 002,0
32068,92.5758,Narcotics Division,0
2865,72.5550,District 018,0
5323,74.7927,District 017,0
3775,74.1622,District 015,0
5545,54.4496,Detective Area - South,0
10377,69.9209,District 003,0
11488,52.0957,Gang Investigation Division,0
18698,75.3697,Mounted Unit,0
19222,80.7767,Narcotics Division,0
32397,93.4584,Gang Investigation Division,0
1680,80.3740,District 018,0
5480,32.7807,Detective Area - South,0
7953,77.3036,District 003,0
12307,68.7211,District 018,0
12588,74.7927,Public Transportation Section,0
22809,91.9810,District 005,0
26555,54.2318,District 024,0
759,90.7719,District 005,0
5180,79.0861,District 003,0
6260,96.7370,District 006,0
13720,55.1030,District 025,0
13497,68.4116,Bureau Of Internal Affairs,0
16567,99.5300,District 018,0
16601,77.1694,District 015,0
18453,98.2767,District 022,0
19255,67.3952,Detective Area - North,0
27525,82.2896,Detective Area - Central,0
29015,82.0756,District 008,0
32177,39.7883,Gang Investigation Division,0
2242,59.8346,Juvenile Intervention Support Center (Jisc),0
6980,20.2516,District Reinstatement Unit,0
7127,80.6099,District 004,0
10474,42.1845,Detective Area - Central,0
12048,86.9359,District 010,0
25850,54.2318,Detective Area - South,0
15389,75.2130,Canine Unit,0
15592,95.3231,Special Weapons And Tactics (Swat) Unit,0
18266,97.5354,Gang Enforcement - Area South,0
21194,84.4790,Traffic Section,0
30409,89.3661,District 009,0
32313,65.1141,Narcotics Division,0
6315,88.8808,District 018,0
15124,52.0233,District 022,0
3803,27.4426,District 017,0
16873,98.8263,District 016,0
20885,97.7341,District 012,0
28110,69.7530,District 008,0
2028,57.5060,District 001,0
7536,62.2096,District 004,0
19972,94.5741,District 004,0
10029,66.6897,District 019,0
11713,99.1059,Gang Enforcement - Area South,0
15014,96.1866,Gang Enforcement - Area North,0
16439,88.5704,Detective Area - Central,0
27797,98.4563,Freedom Of Information Section,0
27374,89.3852,District 008,0
28773,93.7335,District 006,0
243,76.7070,Major Accident Investigation Unit,0
927,80.5871,Special Functions Support Unit,0
5080,78.8858,District Reinstatement Unit,0
6158,70.1595,District 022,0
13028,91.4142,District 022,0
27633,38.3554,District 004,0
30057,63.4110,Central Investigations Division,0
6574,23.4844,Narcotics Division,0
6792,90.2105,District 018,0
10115,81.2080,District 006,0
14051,62.8959,Detective Area - South,0
15927,28.7303,District 020,0
16747,40.4721,Public Transportation Section,0
17613,99.5262,Narcotics Division,0
22176,99.4116,Gang Enforcement - Area Central,0
24250,51.2946,District 009,0
24434,71.5372,District 003,0
28227,49.7918,Public Transportation Section,0
29722,35.0770,District 017,0
30401,97.1724,District 006,0
21728,16.2754,District 004,0
4844,98.4257,District 005,0
6450,46.3347,District 004,0
6968,82.8283,Detective Area - Central,0
8762,90.4283,District 001,0
9008,47.1562,District 017,0
10629,59.3290,District 018,0
13049,92.1745,Detective Area - South,0
14706,91.7733,District 018,0
16959,53.1724,District 024,0
17087,95.3078,District 004,0
18432,24.3431,District 018,0
25631,91.0015,District 006,0
30417,97.8258,District 017,0
30568,60.7428,Transit Security Unit,0
4491,37.2512,District 022,0
5751,17.8939,District 015,0
6301,79.2862,Airport Law Enforcement Section - North,0
12249,63.7625,Public Transportation Section,0
17522,86.0306,District 003,0
28871,97.2030,District 012,0
2020,68.0486,Mounted Unit,0
3618,94.4895,District 008,0
156,90.3099,District 016,0
11633,72.0225,District 004,0
12479,97.8258,Detective Area - South,0
14260,45.6763,Bureau Of Patrol,0
14865,69.6573,District 002,0
27644,55.6406,Bomb Squad,0
29590,69.4242,Detective Area - Central,0
31332,60.5747,District 012,0
32173,75.2130,District 004,0
1242,48.8383,District 011,0
2084,85.0564,District 011,0
3903,49.9305,District 025,0
5928,18.6762,Arson Section,0
9928,35.0770,District 022,0
11512,85.3351,District 022,0
20651,98.6626,District 003,0
27214,95.3454,District 006,0
28976,81.0405,Bureau Of Patrol,0
29030,33.2926,Central Investigations Division,0
32022,81.9113,Narcotics Division,0
678,80.7764,Airport Law Enforcement Section - North,0
1891,90.2105,Special Weapons And Tactics (Swat) Unit,0
7817,78.0839,District 010,0
14637,75.6696,Public Transportation Section,0
15791,61.2052,Gang Enforcement - Area North,0
17251,68.9695,District 025,0
19220,95.9459,District 001,0
21472,34.2110,District 025,0
21912,93.5921,District 009,0
25275,46.7120,Detective Area - Central,0
25528,82.7137,District 016,0
24612,89.4234,District 025,0
28493,58.9921,Detective Area - Central,0
32391,43.0897,Gang Enforcement Division,0
32441,92.9120,Narcotics Division,0
368,42.5617,Asset Forfeiture Investigation Section,0
6363,59.5201,District 003,0
17303,78.6105,District 007,0
27312,97.4170,Detective Area - Central,0
27679,84.9796,District 025,0
29564,83.4703,District 016,0
30197,93.1680,District 015,0
3394,91.5059,Detective Area - Central,0
9252,34.3663,District 019,0
12103,71.0099,District 016,0
13366,42.3689,District 018,0
16541,49.6198,District 010,0
19221,89.4261,Gang Investigation Division,0
19558,79.3206,District 004,0
22952,93.5654,District 007,0
27209,72.5918,District 012,0
29371,65.8206,District 019,0
30180,61.9579,District 007,0
8916,69.5736,Vice & Asset Forfeiture Division,0
14519,43.1679,District 022,0
9812,75.0373,Detective Area - South,0
10568,66.7456,District 022,0
13401,84.9681,District 003,0
22458,78.2698,District 017,0
23362,81.7202,Bureau Of Patrol,0
26908,84.1007,Gang Enforcement - Area Central,0
27601,48.4238,Public Transportation Section,0
27916,48.4238,Detective Area - North,0
373,88.2426,Narcotics Division,0
2087,63.2687,District 002,0
4880,66.4514,Public Transportation Section,0
9660,97.0959,District 020,0
11824,63.3029,District 002,0
27423,81.4871,Evidence And Recovered Property Section,0
28802,35.9418,District 024,0
30445,48.3318,Bureau Of Internal Affairs,0
31141,96.0223,District 025,0
14895,64.4645,Public Transportation Section,0
20937,74.7392,District 007,0
18760,58.2209,District 022,0
18901,61.4889,Vice & Asset Forfeiture Division,0
20839,91.0922,District 012,0
23492,94.2952,Gang Enforcement - Area South,0
21788,58.1178,District 017,0
23265,99.6370,District 022,0
32159,99.8166,Narcotics Division,0
6833,51.4692,Public Transportation Section,0
10186,39.7458,Public Transportation Section,0
1190,45.8217,District 002,0
2555,90.7247,District 018,0
2945,68.4116,Police Documents Section,0
10363,59.7302,District 001,0
11666,95.0250,District 022,0
13894,62.3858,District 017,0
14066,77.1694,District 008,0
16490,38.8483,Detective Area - Central,0
24161,59.6806,District 002,0
24256,82.5484,District 005,0
25849,82.8933,Detective Area - South,0
27274,87.1232,Central Investigations Division,0
30877,71.0443,Detective Area - Central,0
2734,61.9579,District 022,0
18738,73.2337,District 020,0
29408,85.5069,District 006,0
515,51.1176,District 010,0
4362,34.3472,District 019,0
6355,44.1481,District 004,0
12085,91.8383,District 011,0
20772,88.8808,Detective Area - Central,0
20220,97.0463,District 016,0
23051,57.7089,Central Detention Unit,0
27382,88.8694,District 003,0
32368,74.9035,Detached Services - Goverment Security,0
32279,89.2438,District 010,0
5530,56.9020,District 009,0
8093,83.8791,District 011,0
9987,70.3068,Detective Area - North,0
19856,57.7131,District 004,0
21370,89.2746,District 006,0
28463,42.9172,District 005,0
1057,92.8470,District 019,0
5749,92.0538,District 019,0
5768,37.2881,Executive Officers Unit,0
8672,32.1768,Field Services Section,0
11368,75.9791,District 006,0
11790,81.5368,Detective Area - North,0
11952,47.9555,Gang Investigation Division,0
14179,93.2859,Gang Investigation Division,0
19212,81.3472,Airport Law Enforcement Section - North,0
19836,54.5947,Education And Training Division,0
3444,94.2035,District 022,0
4040,87.3104,District 003,0
19880,86.6876,District 015,0
23171,75.1748,District 008,0
25799,99.8089,District 006,0
26246,33.8593,District 002,0
28232,56.1800,Detective Area - South,0
28368,37.4486,District 009,0
29043,78.1666,Detective Area - Central,0
30526,90.3401,District 003,0
