id,complaint_percentile,unit,is_sup,pagerank
8442,67.6703,Special Weapons And Tactics (Swat) Unit,0,0.984032818
10138,91.5785,District 008,0,0.984032818
3190,70.7654,District 005,0,0.984032818
23395,44.654,District 005,0,0.984032818
13605,95.7357,District 006,0,0.984032818
22715,79.7877,District 019,0,0.984032818
12015,77.6996,Airport Law Enforcement Section - South,0,0.984032818
17613,99.5262,Narcotics Division,0,0.984001435
1072,62.7756,District 016,0,0.983966274
24017,87.6581,District 020,0,0.983962039
28871,97.203,District 012,0,0.983436215
12059,97.6577,District 004,0,0.983397692
4351,42.1535,Detective Area - Central,0,0.983382986
3771,93.1795,District 018,0,0.983337213
31970,83.5772,Narcotics Division,0,0.983164522
32020,98.762,Narcotics Division,0,0.982820711
22869,68.2698,District 009,0,0.98225666
9083,37.5871,District 009,0,0.98225666
29061,31.5895,District 009,0,0.98225666
20334,34.8859,Legal Affairs Section,0,0.98225666
2520,74.3177,Arson Section,0,0.98225666
31478,39.4146,District 004,0,0.98225666
24290,75.331,Central Detention Unit,0,0.98225666
14355,43.5834,Detective Area - Central,0,0.98225666
1385,54.7323,Detective Area - North,0,0.98225666
18322,82.2896,Detective Area - Central,0,0.98225666
31626,71.6051,Airport Law Enforcement Section - South,0,0.98225666
11934,69.4951,District 009,0,0.982029234
2052,82.5647,Special Functions Division,0,0.982029234
17857,63.9272,Intelligence Section,0,0.981907485
25066,33.8364,District 006,0,0.981797143
11855,96.1102,District 003,0,0.981797143
9109,71.0443,Detective Area - South,0,0.981797143
969,65.7636,District 004,0,0.981797143
29810,58.1961,Bureau Of Patrol,0,0.981797143
19501,87.3511,District 004,0,0.981797143
17001,57.9092,District 006,0,0.981797143
18046,62.7756,District 006,0,0.981797143
12395,41.7141,District 025,0,0.981797143
3780,80.765,Detective Area - Central,0,0.981736002
19222,80.7767,Narcotics Division,0,0.981576351
11633,72.0225,District 004,0,0.981321121
24638,43.4348,Asset Forfeiture Investigation Section,0,0.981204159
30498,84.7006,District 019,0,0.981204159
4773,23.2442,Asset Forfeiture Investigation Section,0,0.981204159
24251,90.4156,District 007,0,0.981180041
32107,96.4312,Narcotics Division,0,0.981032531
16133,83.4511,Detective Area - Central,0,0.98100837
10864,58.8343,Public Transportation Section,0,0.98080003
31307,92.8356,District 019,0,0.98075406
21681,36.6742,District 009,0,0.980707039
28830,75.0346,District 003,0,0.980707039
30459,75.6104,Detective Area - Central,0,0.980707039
11977,31.4123,District 005,0,0.980707039
5573,45.2295,Evidence And Recovered Property Section,0,0.980707039
23204,20.4314,Bureau Of Patrol,0,0.980707039
19889,35.9585,District 001,0,0.980707039
19418,76.9047,District 018,0,0.980707039
13091,74.04,District 011,0,0.980707039
12193,74.9035,District 019,0,0.980707039
12595,86.7228,District 001,0,0.980707039
6521,54.4725,Detective Area - North,0,0.980707039
32026,65.2669,Narcotics Division,0,0.980707039
31821,86.3016,District 011,0,0.980197572
17816,99.9187,District 008,0,0.980116275
16873,98.8263,District 016,0,0.980039655
26908,84.1007,Gang Enforcement - Area Central,0,0.980026668
16337,95.2084,Special Weapons And Tactics (Swat) Unit,0,0.980014263
16840,93.7662,Detective Area - South,0,0.979998145
200,64.0166,District 010,0,0.979915815
15344,98.0436,District 001,0,0.97977875
21751,70.5257,District 012,0,0.979732571
10330,92.8814,District 016,0,0.979647547
7241,84.3835,District 015,0,0.97958584
21530,97.3082,District 006,0,0.979487725
8058,71.7817,District 017,0,0.979357701
14179,93.2859,Gang Investigation Division,0,0.979305753
17087,95.3078,District 004,0,0.979119336
32159,99.8166,Narcotics Division,0,0.97908647
16220,56.2225,District 025,0,0.979070763
24612,89.4234,District 025,0,0.979070763
4998,70.4024,District 012,0,0.979070763
27873,88.6723,Gang Investigation Division,0,0.979044684
12674,59.1647,District 012,0,0.978786544
12722,88.8464,District 012,0,0.978786544
20959,97.1769,District 011,0,0.97855227
31910,99.381,Gang Investigation Division,0,0.978547957
7784,69.3447,District 006,0,0.978435123
11634,99.6179,Detective Area - South,0,0.978224715
2346,95.2734,District 011,0,0.978067602
22149,78.4876,Detective Area - South,0,0.977740154
6351,82.4007,District 004,0,0.977688804
30940,58.8343,District 018,0,0.977688804
25631,91.0015,District 006,0,0.977679419
13838,76.177,Forensic Services Evidence Technician Section,0,0.977450171
31631,99.7555,District 022,0,0.977405626
19449,52.6804,Public Transportation Section,0,0.977396991
30240,84.4919,Public Transportation Section,0,0.977396991
8352,55.5004,District 001,0,0.97737416
27525,82.2896,Detective Area - Central,0,0.97737416
5637,41.8294,District 017,0,0.977305944
26288,85.083,Narcotics Division,0,0.977289551
25370,95.4719,District 012,0,0.977207356
6301,79.2862,Airport Law Enforcement Section - North,0,0.977127288
10280,79.099,Detective Area - North,0,0.976646678
32314,91.5785,Narcotics Division,0,0.976442682
18176,89.8323,Gang Enforcement - Area South,0,0.976408499
24885,91.8115,District 022,0,0.976408499
13555,64.048,District 015,0,0.976295169
31052,94.7576,District 018,0,0.976295169
5000,82.8016,District 004,0,0.975974116
17083,68.4116,Public Transportation Section,0,0.975766767
14979,37.8281,District 014,0,0.975766767
23817,87.6466,Special Weapons And Tactics (Swat) Unit,0,0.975766767
9499,94.6926,District 011,0,0.975766767
19829,96.5305,District 024,0,0.975766767
24975,40.8926,Forensic Services Division,0,0.975766767
19799,73.9788,District 017,0,0.975766767
23167,88.9229,District 011,0,0.975766767
29347,89.7176,District 001,0,0.975766767
3133,94.4366,District 016,0,0.975766767
25263,64.5333,District 011,0,0.975766767
10534,80.1574,District 014,0,0.975766767
21140,82.45,District 020,0,0.975766767
1242,48.8383,District 011,0,0.975766767
28273,89.1288,District 004,0,0.975761338
8916,69.5736,Vice & Asset Forfeiture Division,0,0.975761338
22312,72.7676,District 011,0,0.975746537
4844,98.4257,District 005,0,0.975437346
1654,68.5261,Central Detention Unit,0,0.975392575
30925,62.6168,Mounted Unit,0,0.975380306
31974,94.0392,Gang Investigation Division,0,0.97534158
12495,98.8995,District 011,0,0.975249798
759,90.7719,District 005,0,0.975047622
23379,83.1455,District 015,0,0.974861456
2996,80.872,District 015,0,0.974861456
4381,92.954,District 011,0,0.974861456
932,71.8734,District 015,0,0.974861456
13229,30.6293,District 014,0,0.974861456
1452,68.0486,District 015,0,0.974861456
26503,48.1143,District 005,0,0.974861456
14275,24.3323,District 016,0,0.974861456
23112,67.8576,District 017,0,0.974861456
326,58.4311,District 015,0,0.974861456
16441,94.257,District 018,0,0.974861456
8614,71.0634,Detective Area - South,0,0.974861456
29493,92.8252,Narcotics Division,0,0.974861456
20047,57.6554,District 015,0,0.974861456
3775,74.1622,District 015,0,0.974861456
5910,88.4185,District 015,0,0.974861456
5096,58.0031,District 015,0,0.974861456
18934,82.8037,District 015,0,0.974861456
15927,28.7303,District 020,0,0.974861456
2174,38.7948,District 015,0,0.974861456
13359,88.3726,District 015,0,0.974861456
22237,40.2698,Education And Training Division,0,0.974861456
6741,84.7847,District 015,0,0.974861456
19205,82.0374,District 018,0,0.97445766
22871,54.4607,District 018,0,0.97445766
5260,89.4922,Detective Area - North,0,0.97445766
14260,45.6763,Bureau Of Patrol,0,0.97445766
20726,34.1227,District 018,0,0.97445766
24527,54.4535,District 024,0,0.97445766
6944,98.7582,Detective Area - South,0,0.974320101
3930,93.9681,Narcotics Division,0,0.974310743
32255,99.595,Narcotics Division,0,0.974075968
31872,99.5109,Narcotics Division,0,0.97398519
15962,52.1455,Forensic Services Evidence Technician Section,0,0.973965883
16764,77.861,District 010,0,0.973965883
1650,61.9579,Information Services Division,0,0.973965883
14283,87.6046,Forensic Services Division,0,0.973965883
22279,85.1821,District 010,0,0.973965883
29894,86.1717,Detective Area - Central,0,0.973965883
15124,52.0233,District 022,0,0.973965883
6911,25.8605,Mounted Unit,0,0.973965883
21494,38.3141,Detective Area - South,0,0.973965883
29470,95.7205,District 020,0,0.973965883
16903,68.2053,Detective Area - South,0,0.973965883
27012,59.8334,District 002,0,0.973965883
2811,41.0913,Information Services Division,0,0.973965883
13753,68.2779,District 010,0,0.973965883
26971,31.2143,Inspection Division,0,0.973965883
23137,48.1143,District 010,0,0.973965883
18424,69.8362,District 022,0,0.973965883
3494,87.8877,District 011,0,0.973665297
8404,68.5644,Airport Law Enforcement Section - South,0,0.973511154
8866,69.2513,Central Investigations Division,0,0.973282744
7846,85.9807,District 009,0,0.973282744
11368,75.9791,District 006,0,0.973263198
25338,98.4978,District Reinstatement Unit,0,0.973217957
32224,89.6718,Narcotics Division,0,0.973152012
3477,67.8148,Gang Investigation Division,0,0.973093297
27598,73.2877,Narcotics Division,0,0.973093297
23032,86.5347,Detective Area - North,0,0.972874778
17778,75.9585,District 025,0,0.972874778
3563,96.4044,District 004,0,0.972828895
9038,96.4235,District 004,0,0.972828895
10540,34.1065,District 019,0,0.972828895
20661,97.7303,District 004,0,0.972828895
4038,90.3939,District 004,0,0.972828895
10973,30.102,District 024,0,0.972828895
28229,55.9973,Detective Area - North,0,0.972828895
29407,48.1411,Special Weapons And Tactics (Swat) Unit,0,0.972732647
30737,93.9131,District 025,0,0.972732647
5326,82.1979,District 011,0,0.972732647
21649,62.8724,District 019,0,0.972732647
17274,98.0818,Gang Enforcement - Area South,0,0.972732647
1116,71.6104,Detective Area - Central,0,0.972634695
8403,54.7432,Bureau Of Patrol,0,0.972634695
21282,79.8296,District 012,0,0.972634695
16532,75.8817,District 012,0,0.972629623
21253,66.1648,District 012,0,0.972629623
10231,89.438,Special Functions Support Unit,0,0.972598609
32101,54.7591,District 015,0,0.972563341
15126,68.5033,District 017,0,0.972563341
31992,80.123,Narcotics Division,0,0.972563341
29491,51.8704,District 019,0,0.972563341
3226,87.2263,Gang Enforcement - Area North,0,0.972563341
29341,38.3554,District 015,0,0.972563341
28729,59.4972,Detective Area - North,0,0.972563341
8726,61.6102,District 001,0,0.972563341
6087,58.5113,District 015,0,0.972563341
29360,66.4121,District 020,0,0.972563341
3979,33.0591,District 019,0,0.972563341
14139,64.3155,District 020,0,0.972563341
6564,69.172,District 019,0,0.972563341
31381,58.0948,District 015,0,0.972563341
9675,74.4641,District 012,0,0.972563341
15071,76.2256,District 015,0,0.972563341
9694,98.7276,District 010,0,0.972563341
27123,65.6605,Public Transportation Section,0,0.972563341
32306,87.6581,Vice & Asset Forfeiture Division,0,0.972400345
11002,64.4037,Bureau Of Patrol,0,0.972398486
25417,65.8324,District 007,0,0.972357219
16110,94.1085,District 006,0,0.972325561
12103,71.0099,District 016,0,0.972180338
4402,34.0895,Vice & Asset Forfeiture Division,0,0.97202811
31811,63.3029,Narcotics Division,0,0.972027206
14737,94.6085,Gang Enforcement - Area South,0,0.97185359
12042,56.6665,District 011,0,0.971790804
18877,82.6858,Narcotics Division,0,0.97164364
6713,96.6451,Detective Area - South,0,0.971547198
8689,81.5743,District 025,0,0.971491092
17213,76.4472,Detective Area - North,0,0.971491092
28395,95.911,District 025,0,0.971491092
24467,82.7672,Detective Area - North,0,0.971491092
30543,61.2733,District 025,0,0.971491092
25835,60.0015,District 016,0,0.971491092
26670,52.3712,District 025,0,0.971491092
26027,70.7348,Education And Training Division,0,0.971491092
1190,45.8217,District 002,0,0.971453203
32368,74.9035,Detached Services - Goverment Security,0,0.971453203
30030,59.6838,District 002,0,0.971453203
2394,96.1147,District 003,0,0.971453203
28527,28.5936,District 004,0,0.971453203
20100,86.2888,Narcotics Division,0,0.971453203
25878,81.4298,District 006,0,0.971453203
26882,66.3979,District 002,0,0.971453203
6371,69.1257,District 002,0,0.971453203
6469,37.974,District 014,0,0.971401314
672,66.0426,Detective Area - North,0,0.971401314
624,63.0114,District 014,0,0.971401314
19801,95.8695,District 015,0,0.971401314
28367,63.727,District 025,0,0.971401314
32217,62.3247,Gang Enforcement - Area North,0,0.971401314
6606,48.8136,District 014,0,0.971401314
31503,33.8352,District 014,0,0.971401314
10547,82.5125,District 011,0,0.971401314
27886,73.1879,District 016,0,0.971401314
1869,56.8377,District 014,0,0.971401314
2652,83.2542,District 011,0,0.971401314
9963,94.4098,District 016,0,0.971401314
238,61.5108,Transit Security Unit,0,0.971401314
31427,64.0021,District 019,0,0.971401314
28110,69.753,District 008,0,0.971401314
25136,29.9132,District 010,0,0.971401314
31933,37.0907,Intelligence Section,0,0.971401314
31526,42.4974,District 017,0,0.971401314
14562,61.144,District 016,0,0.971401314
28608,77.1891,District 002,0,0.971298303
30795,98.6457,District 006,0,0.971254133
30173,69.3327,Detective Area - South,0,0.97119622
17176,83.5772,District 010,0,0.971002257
19060,69.107,Special Weapons And Tactics (Swat) Unit,0,0.970880933
21615,98.1965,District 004,0,0.970782791
11266,88.348,Gang Enforcement - Area Central,0,0.970746149
23765,73.9935,Narcotics Division,0,0.970694529
21856,87.6581,District 006,0,0.970505318
27601,48.4238,Public Transportation Section,0,0.970505318
16836,69.4898,District 006,0,0.970505318
17840,76.2813,District 006,0,0.970505318
14481,73.0732,District 003,0,0.970505318
18472,93.638,District 022,0,0.970505318
8121,66.3618,Detective Area - Central,0,0.9704685
19407,99.0447,District 008,0,0.970409087
20987,96.0873,District 004,0,0.970409087
15237,86.1297,Forensic Services Division,0,0.970023943
18266,97.5354,Gang Enforcement - Area South,0,0.969652266
9724,81.4257,District 005,0,0.969652266
32328,97.4667,Narcotics Division,0,0.96925654
32165,93.3132,Narcotics Division,0,0.968972419
5513,45.821,District 015,0,0.968938129
9821,95.9497,District 017,0,0.968938129
5324,99.0359,District 015,0,0.968906484
15514,88.3153,District 014,0,0.968906484
27800,97.738,District 025,0,0.968906484
27282,74.5265,District 016,0,0.968906484
27288,64.4912,Traffic Section,0,0.9687609
18083,89.5762,District 022,0,0.96860036
27651,96.3662,District 009,0,0.96860036
25144,92.8814,District 011,0,0.968571707
31819,83.2907,Gang Enforcement - Area South,0,0.968514633
23067,96.5305,Gang Enforcement - Area Central,0,0.968514633
2322,86.1717,District 005,0,0.968480929
18592,82.5876,District 011,0,0.968480929
26105,63.9972,District 001,0,0.968480929
18283,46.7884,Detective Area - North,0,0.968480929
16020,21.6499,Detective Area - Central,0,0.968480929
27722,88.1395,Detective Area - Central,0,0.968480929
10917,42.8069,Detective Area - Central,0,0.968480929
6698,70.9335,District 020,0,0.968480929
7371,83.4282,District 005,0,0.968480929
3645,71.9384,Narcotics Division,0,0.968480929
32319,77.5477,Narcotics Division,0,0.968480929
32316,86.4201,District 011,0,0.968480929
27312,97.417,Detective Area - Central,0,0.968480929
10043,61.9579,Detective Area - Central,0,0.968480929
673,32.2352,Detective Area - Central,0,0.968480929
32260,37.7861,Gang Investigation Division,0,0.968480929
15562,90.6003,District 011,0,0.968480929
10166,95.8924,District 008,0,0.96845333
478,95.5294,Bureau Of Internal Affairs,0,0.968339723
7697,61.144,Detective Area - Central,0,0.968313942
25186,76.731,Detective Area - South,0,0.968212043
11860,87.8196,Forensic Services Division,0,0.968001224
25432,64.2047,District 011,0,0.967988269
25191,94.7079,Gang Enforcement - Area Central,0,0.967868744
32125,97.9672,Gang Enforcement Division,0,0.967863587
32032,97.2833,Gang Investigation Division,0,0.967710671
13095,99.6332,District 008,0,0.967707205
6062,28.1729,District 019,0,0.967641058
5416,95.5867,Detective Area - Central,0,0.967641058
27124,89.5992,Detective Area - North,0,0.967641058
29490,52.8791,Juvenile Intervention Support Center (Jisc),0,0.967641058
15464,86.8366,District 016,0,0.967641058
6009,93.4278,Detective Area - North,0,0.967641058
25887,55.1795,Central Investigations Division,0,0.967641058
31833,95.197,Gang Investigation Division,0,0.967641058
366,76.3173,Detective Area - South,0,0.967641058
1097,72.0225,District 015,0,0.967590361
14767,84.1695,District 003,0,0.967423861
23521,96.2669,District 011,0,0.967363275
10377,69.9209,District 003,0,0.967286821
5124,95.2813,Bureau Of Patrol,0,0.967188229
16359,79.3654,Special Functions Support Unit,0,0.967188229
27414,61.9579,Forensic Services Evidence Technician Section,0,0.967188229
8140,99.4691,District 007,0,0.967188229
17555,85.2547,Airport Law Enforcement Section - North,0,0.967173109
24564,67.2057,District 014,0,0.967173109
18901,61.4889,Vice & Asset Forfeiture Division,0,0.967173109
16046,73.3583,District 002,0,0.96709529
12947,75.4423,District 007,0,0.966995963
10298,38.5885,Forensic Services Evidence Technician Section,0,0.966995963
5406,97.2794,Gang Enforcement - Area North,0,0.966995963
28384,87.5358,District 018,0,0.966995963
12492,55.4664,District 008,0,0.966995963
24063,72.8826,Detective Area - Central,0,0.966995963
7032,91.2155,District 025,0,0.966995963
20477,84.8496,District 006,0,0.966995963
11818,37.6676,District 006,0,0.966995963
32042,74.1622,District 025,0,0.966995963
465,94.0736,Gang Enforcement - Area North,0,0.966995963
5370,49.937,District 025,0,0.966995963
23448,81.7584,District 014,0,0.966995963
7210,93.959,District 015,0,0.966995963
1063,96.7751,District 008,0,0.966985814
26363,96.7789,District 008,0,0.966985814
676,71.9915,Bureau Of  Detectives,0,0.966831314
18783,58.1204,District 003,0,0.966831314
8128,84.5249,Special Investigations Unit,0,0.966831314
3361,87.8683,District 012,0,0.966831314
3537,73.5432,Transit Security Unit,0,0.966831314
1559,70.8685,District 011,0,0.966831314
25654,46.4101,Detective Area - South,0,0.966831314
29033,99.9045,District 018,0,0.966831314
5632,75.8129,Detective Area - Central,0,0.966831314
31878,95.3918,Narcotics Division,0,0.966831314
32293,79.4161,Gang Investigation Division,0,0.966831314
23490,25.1482,Special Investigations Unit,0,0.966831314
25185,68.4116,Detective Area - North,0,0.966831314
21448,98.1888,District 009,0,0.966831314
10137,79.3517,District 011,0,0.966831314
8813,60.7619,District 017,0,0.966831314
16493,27.3815,Detective Area - Central,0,0.966831314
25728,55.4641,Detective Area - North,0,0.966831314
5670,70.714,District 022,0,0.966773982
13001,94.9715,Detective Area - South,0,0.966773982
18507,71.8391,District 005,0,0.966773982
4936,51.431,District 005,0,0.966773982
28522,20.2412,District 006,0,0.966773982
30182,67.8728,Traffic Section,0,0.966773982
2151,93.596,Detective Area - South,0,0.966773982
13768,72.6797,District 006,0,0.966773982
12237,56.2607,District 005,0,0.966773982
14121,82.1958,District 006,0,0.966773982
26873,73.8347,District 002,0,0.966770579
22994,55.9321,District 022,0,0.966770579
4955,78.9154,District 001,0,0.966770579
4491,37.2512,District 022,0,0.966770579
21540,93.9714,District 003,0,0.966770579
11220,87.0276,District 020,0,0.966770579
10401,40.5752,Narcotics Division,0,0.966770579
9225,77.3849,Detective Area - Central,0,0.966770579
1054,90.2735,Narcotics Division,0,0.966770579
31914,83.5772,Gang Investigation Division,0,0.966770579
6964,18.0278,Forensic Services Division,0,0.966770579
13913,66.4514,District 002,0,0.966770579
32206,79.8135,Narcotics Division,0,0.966770579
32080,26.8274,Vice & Asset Forfeiture Division,0,0.966770579
1789,51.4156,District 005,0,0.966770579
31849,44.2857,Intelligence Section,0,0.966770579
26183,73.4057,Special Weapons And Tactics (Swat) Unit,0,0.966526281
30959,84.907,District 004,0,0.966507046
31027,60.8224,Central Detention Unit,0,0.966497267
26362,94.7079,District 002,0,0.966401405
7537,64.8963,District 002,0,0.966401405
31229,81.6285,Public Transportation Section,0,0.966397104
23161,83.4703,Detective Area - Central,0,0.966397104
29020,52.2714,District 008,0,0.966397104
26450,70.5743,Juvenile Intervention Support Center (Jisc),0,0.966397104
18063,57.1472,District 025,0,0.966397104
5284,67.9454,Public Transportation Section,0,0.966397104
19194,56.0888,District 019,0,0.966397104
24132,66.5488,District 009,0,0.966397104
31578,99.1785,Gang Enforcement - Area South,0,0.966367989
14089,91.0741,District 010,0,0.966262969
12176,97.8947,District 022,0,0.96612373
5777,78.6367,District 008,0,0.966109196
10614,95.7087,District 011,0,0.965995848
7978,76.849,District 011,0,0.965995848
30528,38.3944,District 003,0,0.965995848
8123,66.5384,Narcotics Division,0,0.965995848
20720,78.2698,District 011,0,0.965995848
18425,95.1431,Narcotics Division,0,0.965995848
17502,64.5002,District 010,0,0.965995848
24973,44.7384,District 011,0,0.965995848
1096,66.2413,Detective Area - South,0,0.965995848
21853,61.7936,District 007,0,0.965995848
6487,65.7407,District 001,0,0.965995848
16358,45.4473,District 011,0,0.965995848
3836,61.5779,Detective Area - Central,0,0.965995848
12418,55.6721,District 005,0,0.965995848
24464,95.0556,District 001,0,0.965879454
6387,82.3693,Gang Investigation Division,0,0.965663747
229,77.1885,District 010,0,0.965657517
16601,77.1694,District 015,0,0.965657517
3881,51.0871,District 011,0,0.965657517
11863,81.4298,District 011,0,0.965657517
515,51.1176,District 010,0,0.965657517
27530,26.0938,Airport Law Enforcement Section - South,0,0.965657517
14051,62.8959,Detective Area - South,0,0.965611378
18338,63.3683,District 012,0,0.965608253
31920,83.4855,Narcotics Division,0,0.965528792
3849,45.4473,Major Accident Investigation Unit,0,0.965411516
22610,94.9522,District 010,0,0.965395198
31957,67.6245,Gang Investigation Division,0,0.965395198
27031,87.2951,District 018,0,0.96536823
28550,70.6584,Narcotics Division,0,0.96536335
6747,93.3476,District 006,0,0.965297521
30841,91.2313,District 002,0,0.965297521
18149,83.1972,District 003,0,0.965297521
9471,47.1609,Airport Law Enforcement Section - South,0,0.965132878
21077,79.4161,Narcotics Division,0,0.965019095
1331,51.1466,District 025,0,0.964990385
13612,95.9497,District 005,0,0.964966038
29398,87.0964,District 012,0,0.964960174
24420,77.2191,District 012,0,0.964960174
997,78.4036,District 016,0,0.964960174
23781,88.9611,District 012,0,0.964960174
4281,71.3691,District 012,0,0.964960174
9982,68.0257,Transit Security Unit,0,0.964960174
16666,66.8029,District 018,0,0.964960174
16490,38.8483,Detective Area - Central,0,0.964960174
5714,73.6082,District 015,0,0.96493819
9138,93.8596,District 015,0,0.96493819
32369,98.0284,District 015,0,0.96493819
31913,60.376,Gang Enforcement Division,0,0.96493819
7761,94.6276,Gang Investigation Division,0,0.96493819
618,60.376,District 017,0,0.96493819
20885,97.7341,District 012,0,0.964663499
29796,92.2405,District 005,0,0.96465285
5751,17.8939,District 015,0,0.96465285
31090,43.2244,District 017,0,0.96465285
17489,63.0813,District 017,0,0.96465285
29396,47.4947,District 015,0,0.96465285
8020,59.5201,Office Of The First Deputy Superintendent,0,0.96465285
28814,77.1961,District 017,0,0.96465285
10731,88.3879,District 018,0,0.96465285
27746,49.7918,Education And Training Division,0,0.96465285
18779,97.5985,District 016,0,0.96465285
19867,86.5997,District 018,0,0.96465285
13598,88.3153,District 001,0,0.964487756
18112,98.548,District 008,0,0.964357457
20025,72.4596,District 025,0,0.964262381
1026,98.4869,District 011,0,0.964241276
32197,97.8832,Gang Investigation Division,0,0.96406834
25310,72.523,District 009,0,0.964041911
16163,62.7488,Narcotics Division,0,0.964041911
14952,68.9695,District 022,0,0.964041911
11488,52.0957,Gang Investigation Division,0,0.964021054
30389,88.3697,Narcotics Division,0,0.964021054
2960,35.3292,Management And Labor Affairs Section,0,0.964021054
4720,88.6134,District 008,0,0.964013342
12745,66.4553,Central Detention Unit,0,0.963736281
32351,92.1745,Narcotics Division,0,0.963661913
10724,99.6905,District 015,0,0.963538369
29842,97.5966,District 012,0,0.963477148
30107,97.1081,District 007,0,0.963407904
26120,95.6402,District 006,0,0.963407904
32237,98.0092,District 009,0,0.963383628
18896,97.9061,District 007,0,0.963383628
16933,86.7449,District 006,0,0.963361825
10455,50.6897,District 022,0,0.963361825
32329,92.4764,Gang Enforcement Division,0,0.963259447
12802,81.6629,District 007,0,0.963259447
26926,75.5875,Education And Training Division,0,0.963223138
32288,94.5703,Gang Investigation Division,0,0.963186915
14061,97.608,District 015,0,0.963186915
6315,88.8808,District 018,0,0.96303943
3033,67.15,District 005,0,0.96303943
25902,41.2839,Public Transportation Section,0,0.962905867
30981,67.8728,Inspection Division,0,0.962905867
15932,63.6774,District 011,0,0.962905867
16199,71.4761,Special Investigations Unit,0,0.962905867
13361,96.3603,Special Functions Support Unit,0,0.962905867
31590,80.0886,District 018,0,0.962905867
9626,24.8596,Detective Area - North,0,0.962905867
29123,72.7084,District 017,0,0.962905867
30898,65.3724,Bureau Of Internal Affairs,0,0.962905867
30202,63.3763,District 003,0,0.962905867
32405,70.5743,Gang Investigation Division,0,0.962905867
4468,68.2364,District 002,0,0.962887326
25279,84.8458,Office Of The First Deputy Superintendent,0,0.962835461
16303,64.2047,Education And Training Division,0,0.962835461
11968,93.2559,District 011,0,0.962835461
18848,54.2318,Bureau Of Internal Affairs,0,0.962803608
28548,81.1376,Narcotics Division,0,0.962803608
15774,92.2366,District 022,0,0.962803608
1111,69.7527,Detective Area - South,0,0.962803608
19364,53.7044,Narcotics Division,0,0.962803608
11849,63.7784,Detective Area - South,0,0.962803608
23710,88.942,Detective Area - Central,0,0.962631638
30933,93.4278,District 024,0,0.962605604
7154,92.2662,Detective Area - Central,0,0.962463871
15014,96.1866,Gang Enforcement - Area North,0,0.962359325
31852,99.0753,Narcotics Division,0,0.962359325
10542,90.2946,District 010,0,0.96228415
15845,96.5496,Public Transportation Section,0,0.96228415
23873,72.4199,District 004,0,0.96222301
31838,95.9383,Narcotics Division,0,0.96222301
2725,99.3848,District 004,0,0.962185643
12915,68.0236,Narcotics Division,0,0.962004019
27382,88.8694,District 003,0,0.961884092
12203,52.3273,Narcotics Division,0,0.961765471
14738,74.1125,District 017,0,0.961763633
16945,94.8416,Detective Area - North,0,0.961763633
6540,82.6258,District 019,0,0.961763633
6451,94.7323,Gang Enforcement - Area North,0,0.961763633
14915,50.8666,District 024,0,0.961763633
27962,77.8342,District 014,0,0.961763633
4216,67.5044,District 014,0,0.961763633
1953,18.0394,District 012,0,0.961763633
24925,29.3715,Special Functions Support Unit,0,0.961763633
1146,97.6119,Gang Enforcement - Area North,0,0.961763633
26803,18.9179,District 014,0,0.961763633
4095,74.6055,District 014,0,0.961763633
20275,38.5045,District 014,0,0.961763633
20798,93.8099,District 014,0,0.961763633
25683,27.4472,Bureau Of Internal Affairs,0,0.961763633
1677,86.6111,Detective Area - Central,0,0.961763633
3903,49.9305,District 025,0,0.961763633
25298,39.4215,District 014,0,0.961763633
31757,31.4401,District 014,0,0.961763633
30491,77.0891,District 025,0,0.961763633
27073,47.0674,District 014,0,0.961763633
14991,69.386,Gang Enforcement - Area North,0,0.961763633
19656,20.2858,District 014,0,0.961763633
32037,71.9995,District 014,0,0.961763633
5652,54.4496,District 024,0,0.961763633
27395,55.7761,Special Functions Division,0,0.961763633
7751,84.8649,District 014,0,0.961763633
10302,57.6554,Mounted Unit,0,0.961763633
25965,63.1462,District 014,0,0.961763633
27877,35.8603,District 019,0,0.961763633
4233,96.8553,District 008,0,0.961763633
2301,49.188,District 014,0,0.961763633
28196,27.5688,District 025,0,0.961763633
10634,18.6612,Bureau Of Internal Affairs,0,0.961763633
21516,74.6552,District 014,0,0.961763633
11928,75.3806,District 004,0,0.961461288
17397,99.7172,District 022,0,0.961262842
31950,93.2406,Narcotics Division,0,0.96120443
11851,87.9738,Narcotics Division,0,0.96120443
32000,88.1013,Narcotics Division,0,0.96120443
32120,89.8475,Narcotics Division,0,0.96120443
11820,92.3298,District 003,0,0.961078514
678,80.7764,Airport Law Enforcement Section - North,0,0.961078514
21468,99.9007,District 001,0,0.960978401
30906,89.4897,District 003,0,0.960978401
14591,18.3256,Detective Area - North,0,0.960978401
2397,75.1557,Special Functions Division,0,0.960978401
18447,32.6907,Detached Services - Miscellaneous Detail,0,0.960978401
15488,80.7075,District 022,0,0.960978401
28870,68.2159,District 005,0,0.960978401
27964,80.9866,Special Weapons And Tactics (Swat) Unit,0,0.960978401
26924,37.5423,Narcotics Division,0,0.960978401
3091,57.4682,Special Weapons And Tactics (Swat) Unit,0,0.960978401
16363,91.8154,Detective Area - South,0,0.960978401
375,26.5179,Central Detention Unit,0,0.960978401
1014,47.0674,District 010,0,0.960978401
6145,94.5359,District 004,0,0.960978401
6344,82.56,District 005,0,0.960978401
12048,86.9359,District 010,0,0.960978401
